-5.68829, -26.0925, -10.2393, -28.1633
24.1631, -6.77496, 27.7174, -3.25829
-14.4708, -26.8903, -17.7657, -23.1295
27.2163, 20.1333, 29.8984, 24.3531
12.7937, 26.0929, 9.31357, 22.5028
22.4853, 28.1662, 26.9739, 30
17.9672, -12.3861, 14.4336, -15.9236
-17.0453, -12.0079, -21.878, -13.2904
20.1541, -6.61987, 23.7077, -3.10252
12.1568, 2.99033, 10.0031, -1.52209
-15.2652, 17.3748, -11.9414, 13.6394
-8.08229, -9.24173, -4.59116, -5.66234
-20.3885, -14.0225, -22.0652, -18.733
-28.709, 25.7261, -30, 21.4885
16.0364, -26.3404, 13.3479, -22.1247
-2.03944, 4.42619, -5.16414, 8.32955
-6.59529, 2.80621, -11.4099, 1.45728
-28.6679, -29.2223, -27.1761, -30
15.0244, 19.8287, 18.4858, 16.2206
-27.9949, 4.02182, -23.5186, 1.7941
12.4079, 15.9975, 9.62843, 11.8412
-9.76663, -8.9712, -14.274, -6.80709
5.55891, -6.89393, 8.32746, -2.73038
25.637, 11.4323, 28.702, 15.3828
-20.0351, 27.1017, -16.1061, 30
19.7631, -1.26545, 14.8813, -0.184496
-15.6763, 29.2713, -19.842, 26.506
-6.81068, -9.23403, -4.4957, -13.6658
29.7101, -28.0916, 30, -27.5966
27.5471, -15.79, 30, -11.5266
-0.218311, 17.4127, -3.43231, 21.2428
-8.09939, -4.88547, -11.7284, -8.32497
17.6996, 6.07797, 17.496, 11.0738
-23.4668, 17.8581, -18.5472, 18.7507
-14.3989, -11.9806, -10.437, -15.0307
-2.53196, 26.7024, -7.51671, 27.0927
-10.5871, 14.0158, -15.1198, 16.1262
-13.4583, 26.535, -12.1933, 21.6976
-3.06046, -12.2279, -7.46343, -14.5973
8.01958, 6.28223, 3.54149, 4.05813
-1.07389, -2.99931, -2.12435, -7.88771
-10.1553, -28.9761, -12.4737, -30
-15.7449, -25.2523, -18.0841, -29.6714
-10.6422, 25.8413, -7.15223, 29.4218
-18.4644, 17.2682, -18.1602, 22.2589
8.68297, -13.3801, 10.9061, -8.90148
17.8326, -8.45617, 17.388, -3.47598
-5.23586, -11.3963, -10.1173, -12.4787
26.0979, -9.71771, 26.6262, -4.7457
-13.5386, 14.2103, -16.9422, 17.873
9.95865, 11.8335, 14.019, 8.91569
28.0762, -11.1345, 30, -14.5162
24.9169, -9.65841, 29.3038, -7.25955
-4.43764, 21.8401, -1.62956, 17.7031
-10.3375, 26.579, -14.5617, 29.254
25.7193, 13.6353, 26.2681, 18.6051
-7.62967, 18.3423, -9.8531, 22.8208
-26.3985, 10.9967, -29.363, 15.023
4.46476, 0.598038, 9.3396, -0.513702
9.06862, 26.1821, 11.833, 22.0157
18.5179, -1.75889, 14.2495, 0.844973
-18.5869, -5.69569, -13.8042, -7.15382
-17.7093, -22.1202, -16.1534, -17.3685
28.7654, 8.74908, 30, 10.5984
-15.9729, -27.6895, -19.2515, -23.9146
-21.1464, 13.0878, -23.9101, 8.92101
-26.3341, -3.58786, -26.3853, -8.58759
13.7505, -18.5319, 10.5449, -14.6947
10.7932, 21.8503, 14.5623, 25.1357
5.24803, 8.12243, 4.60939, 3.16339
1.09346, -7.29305, 5.97878, -6.22835
5.23158, 12.1386, 0.25721, 12.6442
23.8919, 24.7986, 22.0831, 20.1372
